Name                                 Type       MACs             CPercent    Memory         MPercent    Params      PPercent    InShape         OutShape        VACC    Relay
/model.6/m.3/cv2/act/Mul             Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.3/Add                     Add        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.4/cv1/conv/Conv           Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.4/cv1/act/Sigmoid         Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.4/cv1/act/Mul             Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.4/cv2/conv/Conv           Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.4/cv2/act/Sigmoid         Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.4/cv2/act/Mul             Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.4/Add                     Add        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.5/cv1/conv/Conv           Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.5/cv1/act/Sigmoid         Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.5/cv1/act/Mul             Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.5/cv2/conv/Conv           Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.5/cv2/act/Sigmoid         Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.5/cv2/act/Mul             Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/m.5/Add                     Add        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.6/Concat                      Concat     0                0.00%       52,428,800     1.01%       0           0.00%       1x256x80x80     1x2048x80x80    fail    fail
/model.6/cv2/conv/Conv               Conv       6,714,163,200    1.86%       17,303,552     0.33%       1,049,088   2.24%       1x2048x80x80    1x512x80x80     fail    fail
/model.6/cv2/act/Sigmoid             Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.6/cv2/act/Mul                 Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.7/conv/Conv                   Conv       3,775,692,800    1.05%       12,716,032     0.24%       2,359,808   5.04%       1x512x80x80     1x512x40x40     fail    fail
/model.7/act/Sigmoid                 Sigmoid    26,214,400       0.01%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.7/act/Mul                     Mul        819,200          0.00%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.8/cv1/conv/Conv               Conv       420,249,600      0.12%       4,327,424      0.08%       262,656     0.56%       1x512x40x40     1x512x40x40     fail    fail
/model.8/cv1/act/Sigmoid             Sigmoid    26,214,400       0.01%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.8/cv1/act/Mul                 Mul        819,200          0.00%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.8/Split                       Split      0                0.00%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x256x40x40     fail    fail
/model.8/m.0/cv1/conv/Conv           Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.0/cv1/act/Sigmoid         Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.0/cv1/act/Mul             Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.0/cv2/conv/Conv           Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.0/cv2/act/Sigmoid         Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.0/cv2/act/Mul             Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.0/Add                     Add        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.1/cv1/conv/Conv           Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.1/cv1/act/Sigmoid         Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.1/cv1/act/Mul             Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.1/cv2/conv/Conv           Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.1/cv2/act/Sigmoid         Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.1/cv2/act/Mul             Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.1/Add                     Add        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.2/cv1/conv/Conv           Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.2/cv1/act/Sigmoid         Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.2/cv1/act/Mul             Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.2/cv2/conv/Conv           Conv       944,128,000      0.26%       3,998,720      0.08%       590,080     1.26%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.2/cv2/act/Sigmoid         Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.2/cv2/act/Mul             Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/m.2/Add                     Add        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.8/Concat                      Concat     0                0.00%       8,192,000      0.16%       0           0.00%       1x256x40x40     1x1280x40x40    fail    fail
/model.8/cv2/conv/Conv               Conv       1,049,395,200    0.29%       5,900,288      0.11%       655,872     1.40%       1x1280x40x40    1x512x40x40     fail    fail
/model.8/cv2/act/Sigmoid             Sigmoid    26,214,400       0.01%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.8/cv2/act/Mul                 Mul        819,200          0.00%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.9/cv1/conv/Conv               Conv       210,124,800      0.06%       2,163,712      0.04%       131,328     0.28%       1x512x40x40     1x256x40x40     fail    fail
/model.9/cv1/act/Sigmoid             Sigmoid    13,107,200       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.9/cv1/act/Mul                 Mul        409,600          0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.9/m/MaxPool                   MaxPool    10,240,000       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.9/m_1/MaxPool                 MaxPool    10,240,000       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.9/m_2/MaxPool                 MaxPool    10,240,000       0.00%       1,638,400      0.03%       0           0.00%       1x256x40x40     1x256x40x40     fail    fail
/model.9/Concat                      Concat     0                0.00%       6,553,600      0.13%       0           0.00%       1x256x40x40     1x1024x40x40    fail    fail
/model.9/cv2/conv/Conv               Conv       839,680,000      0.23%       5,376,000      0.10%       524,800     1.12%       1x1024x40x40    1x512x40x40     fail    fail
/model.9/cv2/act/Sigmoid             Sigmoid    26,214,400       0.01%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.9/cv2/act/Mul                 Mul        819,200          0.00%       3,276,800      0.06%       0           0.00%       1x512x40x40     1x512x40x40     fail    fail
/model.10/Resize                     Resize     0                0.00%       13,107,200     0.25%       0           0.00%       1x512x40x40     1x512x80x80     fail    fail
/model.11/Concat                     Concat     0                0.00%       26,214,400     0.51%       0           0.00%       1x512x80x80     1x1024x80x80    fail    fail
/model.12/cv1/conv/Conv              Conv       3,358,720,000    0.93%       15,206,400     0.29%       524,800     1.12%       1x1024x80x80    1x512x80x80     fail    fail
/model.12/cv1/act/Sigmoid            Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.12/cv1/act/Mul                Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.12/Shape                      Shape      0                0.00%       32             0.00%       0           0.00%       1x512x80x80     4               fail    fail
/model.12/Gather                     Gather     0                0.00%       8              0.00%       0           0.00%       4               1               fail    fail
/model.12/Add                        Add        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.12/Div                        Div        4                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.12/Mul_1                      Mul        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.12/Mul                        Mul        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.12/Slice_1                    Slice      0                0.00%       6,553,600      0.13%       0           0.00%       1x512x80x80     1x256x80x80     fail    fail
/model.12/Slice                      Slice      0                0.00%       6,553,600      0.13%       0           0.00%       1x512x80x80     1x256x80x80     fail    fail
/model.12/m.0/cv1/conv/Conv          Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.0/cv1/act/Sigmoid        Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.0/cv1/act/Mul            Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.0/cv2/conv/Conv          Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.0/cv2/act/Sigmoid        Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.0/cv2/act/Mul            Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.1/cv1/conv/Conv          Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.1/cv1/act/Sigmoid        Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.1/cv1/act/Mul            Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.1/cv2/conv/Conv          Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.1/cv2/act/Sigmoid        Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.1/cv2/act/Mul            Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.2/cv1/conv/Conv          Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.2/cv1/act/Sigmoid        Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.2/cv1/act/Mul            Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.2/cv2/conv/Conv          Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.2/cv2/act/Sigmoid        Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.12/m.2/cv2/act/Mul            Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.12/attn/Reshape_1             Reshape    0                0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x8x32x80x80    fail    fail
/model.12/attn/proj_conv/conv/Conv   Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.12/attn/Einsum                Einsum     131,072,000      0.04%       16,384,000     0.32%       0           0.00%       1x8x32x80x80    1x8x80x80x80    fail    fail
/model.12/attn/Reshape_2             Reshape    0                0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x8x32x80x80    fail    fail
/model.12/attn/ReduceMax             ReduceMax  4,096,000        0.00%       204,800        0.00%       0           0.00%       1x8x80x80x80    1x8x80x80       fail    fail
/model.12/attn/Div                   Div        204,800          0.00%       204,800        0.00%       0           0.00%       1x8x80x80       1x8x80x80       fail    fail
/model.12/attn/Add                   Add        51,200           0.00%       204,832        0.00%       8           0.00%       1x8x80x80       1x8x80x80       fail    fail
/model.12/attn/Sigmoid               Sigmoid    1,638,400        0.00%       204,800        0.00%       0           0.00%       1x8x80x80       1x8x80x80       fail    fail
/model.12/attn/Mul                   Mul        51,200           0.00%       204,800        0.00%       0           0.00%       1x8x80x80       1x8x80x80       fail    fail
/model.12/attn/Unsqueeze             Unsqueeze  0                0.00%       204,800        0.00%       0           0.00%       1x8x80x80       1x8x1x80x80     fail    fail
/model.12/attn/Mul_1                 Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x8x32x80x80    1x8x32x80x80    fail    fail
/model.12/attn/Reshape_3             Reshape    0                0.00%       6,553,600      0.13%       0           0.00%       1x8x32x80x80    1x256x80x80     fail    fail
/model.12/Concat                     Concat     0                0.00%       39,321,600     0.76%       0           0.00%       1x256x80x80     1x1536x80x80    fail    fail
/model.12/cv2/conv/Conv              Conv       5,036,441,600    1.39%       16,254,976     0.31%       786,944     1.68%       1x1536x80x80    1x512x80x80     fail    fail
/model.12/cv2/act/Sigmoid            Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.12/cv2/act/Mul                Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.13/Resize                     Resize     0                0.00%       52,428,800     1.01%       0           0.00%       1x512x80x80     1x512x160x160   fail    fail
/model.14/Concat                     Concat     0                0.00%       78,643,200     1.52%       0           0.00%       1x512x160x160   1x768x160x160   fail    fail
/model.15/cv1/conv/Conv              Conv       5,039,718,400    1.40%       27,001,856     0.52%       196,864     0.42%       1x768x160x160   1x256x160x160   fail    fail
/model.15/cv1/act/Sigmoid            Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.15/cv1/act/Mul                Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.15/Shape                      Shape      0                0.00%       32             0.00%       0           0.00%       1x256x160x160   4               fail    fail
/model.15/Gather                     Gather     0                0.00%       8              0.00%       0           0.00%       4               1               fail    fail
/model.15/Add                        Add        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.15/Div                        Div        4                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.15/Mul                        Mul        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.15/Mul_1                      Mul        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.15/Slice_1                    Slice      0                0.00%       13,107,200     0.25%       0           0.00%       1x256x160x160   1x128x160x160   fail    fail
/model.15/Slice                      Slice      0                0.00%       13,107,200     0.25%       0           0.00%       1x256x160x160   1x128x160x160   fail    fail
/model.15/m.0/cv1/conv/Conv          Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.0/cv1/act/Sigmoid        Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.0/cv1/act/Mul            Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.0/cv2/conv/Conv          Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.0/cv2/act/Sigmoid        Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.0/cv2/act/Mul            Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.1/cv1/conv/Conv          Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.1/cv1/act/Sigmoid        Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.1/cv1/act/Mul            Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.1/cv2/conv/Conv          Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.1/cv2/act/Sigmoid        Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.1/cv2/act/Mul            Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.2/cv1/conv/Conv          Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.2/cv1/act/Sigmoid        Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.2/cv1/act/Mul            Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.2/cv2/conv/Conv          Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.2/cv2/act/Sigmoid        Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.15/m.2/cv2/act/Mul            Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x128x160x160   fail    fail
/model.15/attn/proj_conv/conv/Conv   Conv       3,778,150,400    1.05%       13,697,536     0.26%       147,584     0.32%       1x128x160x160   1x128x160x160   fail    fail
/model.15/attn/Reshape_1             Reshape    0                0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x4x32x160x160  fail    fail
/model.15/attn/Einsum                Einsum     262,144,000      0.07%       32,768,000     0.63%       0           0.00%       1x4x32x160x160  1x4x160x160x80  fail    fail
/model.15/attn/Reshape_2             Reshape    0                0.00%       13,107,200     0.25%       0           0.00%       1x128x160x160   1x4x32x160x160  fail    fail
/model.15/attn/ReduceMax             ReduceMax  8,192,000        0.00%       409,600        0.01%       0           0.00%       1x4x160x160x80  1x4x160x160     fail    fail
/model.15/attn/Div                   Div        409,600          0.00%       409,600        0.01%       0           0.00%       1x4x160x160     1x4x160x160     fail    fail
/model.15/attn/Add                   Add        102,400          0.00%       409,616        0.01%       4           0.00%       1x4x160x160     1x4x160x160     fail    fail
/model.15/attn/Sigmoid               Sigmoid    3,276,800        0.00%       409,600        0.01%       0           0.00%       1x4x160x160     1x4x160x160     fail    fail
/model.15/attn/Mul                   Mul        102,400          0.00%       409,600        0.01%       0           0.00%       1x4x160x160     1x4x160x160     fail    fail
/model.15/attn/Unsqueeze             Unsqueeze  0                0.00%       409,600        0.01%       0           0.00%       1x4x160x160     1x4x1x160x160   fail    fail
/model.15/attn/Mul_1                 Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x4x32x160x160  1x4x32x160x160  fail    fail
/model.15/attn/Reshape_3             Reshape    0                0.00%       13,107,200     0.25%       0           0.00%       1x4x32x160x160  1x128x160x160   fail    fail
/model.15/Concat                     Concat     0                0.00%       78,643,200     1.52%       0           0.00%       1x128x160x160   1x768x160x160   fail    fail
/model.15/cv2/conv/Conv              Conv       5,039,718,400    1.40%       27,001,856     0.52%       196,864     0.42%       1x768x160x160   1x256x160x160   fail    fail
/model.15/cv2/act/Sigmoid            Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.15/cv2/act/Mul                Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.16/conv/Conv                  Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x160x160   1x256x80x80     fail    fail
/model.22/cv2.0/cv2.0.0/conv/Conv    Conv       3,776,512,000    1.05%       7,143,680      0.14%       147,520     0.32%       1x256x160x160   1x64x160x160    fail    fail
/model.22/cv3.0/cv3.0.0/conv/Conv    Conv       15,106,048,000   4.18%       28,574,720     0.55%       590,080     1.26%       1x256x160x160   1x256x160x160   fail    fail
/model.22/cv2.0/cv2.0.0/act/Sigmoid  Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x64x160x160    1x64x160x160    fail    fail
/model.16/act/Sigmoid                Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.22/cv3.0/cv3.0.0/act/Sigmoid  Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.16/act/Mul                    Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x256x80x80     1x256x80x80     fail    fail
/model.22/cv3.0/cv3.0.0/act/Mul      Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.22/cv2.0/cv2.0.0/act/Mul      Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x64x160x160    1x64x160x160    fail    fail
/model.22/cv3.0/cv3.0.1/conv/Conv    Conv       15,106,048,000   4.18%       28,574,720     0.55%       590,080     1.26%       1x256x160x160   1x256x160x160   fail    fail
/model.17/Concat                     Concat     0                0.00%       19,660,800     0.38%       0           0.00%       1x256x80x80     1x768x80x80     fail    fail
/model.22/cv2.0/cv2.0.1/conv/Conv    Conv       945,356,800      0.26%       6,701,312      0.13%       36,928      0.08%       1x64x160x160    1x64x160x160    fail    fail
/model.22/cv3.0/cv3.0.1/act/Sigmoid  Sigmoid    209,715,200      0.06%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.18/cv1/conv/Conv              Conv       2,519,859,200    0.70%       14,682,112     0.28%       393,728     0.84%       1x768x80x80     1x512x80x80     fail    fail
/model.22/cv2.0/cv2.0.1/act/Sigmoid  Sigmoid    52,428,800       0.01%       6,553,600      0.13%       0           0.00%       1x64x160x160    1x64x160x160    fail    fail
/model.22/cv2.0/cv2.0.1/act/Mul      Mul        1,638,400        0.00%       6,553,600      0.13%       0           0.00%       1x64x160x160    1x64x160x160    fail    fail
/model.18/cv1/act/Sigmoid            Sigmoid    104,857,600      0.03%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.22/cv3.0/cv3.0.1/act/Mul      Mul        6,553,600        0.00%       26,214,400     0.51%       0           0.00%       1x256x160x160   1x256x160x160   fail    fail
/model.22/cv2.0/cv2.0.2/Conv         Conv       106,496,000      0.03%       6,570,240      0.13%       4,160       0.01%       1x64x160x160    1x64x160x160    fail    fail
/model.18/cv1/act/Mul                Mul        3,276,800        0.00%       13,107,200     0.25%       0           0.00%       1x512x80x80     1x512x80x80     fail    fail
/model.22/cv3.0/cv3.0.2/Conv         Conv       3,368,550,400    0.93%       52,955,136     1.02%       131,584     0.28%       1x256x160x160   1x512x160x160   fail    fail
/model.18/Shape                      Shape      0                0.00%       32             0.00%       0           0.00%       1x512x80x80     4               fail    fail
/model.22/cv4.0/Einsum               Einsum     1,048,576,000    0.29%       8,192,000      0.16%       0           0.00%       1x512x160x160   1x80x160x160    fail    fail
/model.22/cv4.0/Mul                  Mul        2,048,000        0.00%       8,192,000      0.16%       0           0.00%       1x80x160x160    1x80x160x160    fail    fail
/model.18/Gather                     Gather     0                0.00%       8              0.00%       0           0.00%       4               1               fail    fail
/model.18/Add                        Add        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.22/cv4.0/Add                  Add        2,048,000        0.00%       8,192,000      0.16%       0           0.00%       1x80x160x160    1x80x160x160    fail    fail
/model.22/Concat                     Concat     0                0.00%       14,745,600     0.28%       0           0.00%       1x64x160x160    1x144x160x160   fail    fail
/model.18/Div                        Div        4                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.18/Mul                        Mul        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.18/Mul_1                      Mul        1                0.00%       8              0.00%       0           0.00%       1               1               fail    fail
/model.22/Shape                      Shape      0                0.00%       32             0.00%       0           0.00%       1x144x160x160   4               fail    fail
/model.22/Gather                     Gather     0                0.00%       0              0.00%       0           0.00%       4               0               fail    fail
/model.18/Slice                      Slice      0                0.00%       6,553,600      0.13%       0           0.00%       1x512x80x80     1x256x80x80     fail    fail
/model.18/Slice_1                    Slice      0                0.00%       6,553,600      0.13%       0           0.00%       1x512x80x80     1x256x80x80     fail    fail
/model.18/m.0/cv1/conv/Conv          Conv       3,776,512,000    1.05%       8,913,920      0.17%       590,080     1.26%       1x256x80x80     1x256x80x80     fail    fail
/model.22/Unsqueeze_1                Unsqueeze  0                0.00%       8              0.00%       0           0.00%       0               1               fail    fail
/model.22/Unsqueeze                  Unsqueeze  0                0.00%       8              0.00%       0           0.00%       0               1               fail    fail
/model.22/Unsqueeze_2                Unsqueeze  0                0.00%       8              0.00%       0           0.00%       0               1               fail    fail
/model.22/Concat_5                   Concat     0                0.00%       24             0.00%       0           0.00%       1               3               fail    fail
/model.22/Concat_3                   Concat     0                0.00%       24             0.00%       0           0.00%       1               3               fail    fail
/model.22/Concat_4                   Concat     0                0.00%       24             0.00%       0           0.00%       1               3               fail    fail
